variable	mean	sd	2.5%	25%	50%	75%	97.5%
epsilon2[1]	2.652235445	0.1514685453023367	2.38059225	2.5473600000000003	2.6442	2.7551475	2.9579579999999996
epsilon2[2]	3.5292167975	0.2079871633273225	3.146859	3.3838999999999997	3.5225999999999997	3.6596374999999997	3.968718
epsilon2[3]	4.284481225	0.2533522737729148	3.82615225	4.1079225	4.2697400000000005	4.447495	4.8089735000000005
epsilon2[4]	4.495276455	0.25745169449905164	4.0269455	4.312225	4.482105000000001	4.6617999999999995	5.0299760000000004
epsilon2[5]	3.827710685	0.2226678849229828	3.41620575	3.6681825	3.821755	3.9766175	4.28627875
epsilon2[6]	2.444776385	0.14475787484300823	2.1744427500000003	2.3467599999999997	2.43856	2.536765	2.742122
epsilon2[7]	4.6864243525	0.2697105010626703	4.1881085	4.49835	4.675084999999999	4.862915	5.2348230000000004
epsilon2[8]	4.320679125	0.2530974198953316	3.8589274999999996	4.1477475	4.308249999999999	4.4909425	4.8324545
epsilon2[9]	4.2949383075	0.24974128610845872	3.84213775	4.122865	4.285455000000001	4.457330000000001	4.80332825
epsilon2[10]	5.3253216525000004	0.30848814414822145	4.746901	5.114595	5.31434	5.5243625	5.95606
epsilon2[11]	3.3608829525	0.19283038695182542	3.0096775	3.22569	3.35188	3.4864824999999997	3.7623902499999997
epsilon2[12]	3.3725624225	0.1945067285082069	3.007766	3.23884	3.3629350000000002	3.4982825	3.7676247500000004
epsilon2[13]	5.120455575	0.2984478421908865	4.5655850000000004	4.9130475	5.105715	5.3124825	5.74191
epsilon2[14]	5.41315917	0.31057822213530584	4.83939075	5.199515	5.404204999999999	5.607677499999999	6.0502855
epsilon2[15]	4.32006013	0.2552523939512374	3.8572859999999998	4.142267500000001	4.30655	4.4868	4.84377975
epsilon2[16]	4.1864657775	0.2360464028272141	3.74351975	4.0245425	4.177685	4.346235	4.671711999999999
epsilon2[17]	4.731012575	0.2703738248078108	4.22685575	4.539255	4.725595	4.911122499999999	5.285572750000001
epsilon2[18]	5.1739361825	0.3049151957032389	4.62061825	4.9623475	5.1599	5.374655	5.804140500000001
epsilon2[19]	4.615128925	0.27077572159925367	4.109322	4.4295625	4.6020900000000005	4.7929525	5.181502749999999
epsilon2[20]	3.8970578575	0.2275604168150952	3.47400225	3.74075	3.890865	4.047145	4.36847925
epsilon2[21]	3.62485124	0.21945242344583799	3.22453725	3.4744124999999997	3.615245	3.7666999999999997	4.0823535
epsilon2[22]	3.554282595	0.2087032310858709	3.17777225	3.4086049999999997	3.5449	3.6915774999999997	3.9963135000000003
epsilon2[23]	3.93703844	0.22754953476399223	3.5116812500000005	3.78571	3.9260450000000002	4.0804825000000005	4.41889425
epsilon2[24]	4.43478551	0.25183341105385637	3.96416325	4.26126	4.4243	4.5949425	4.97325625
epsilon2[25]	4.31172143	0.25338053769858915	3.84766125	4.13405	4.30352	4.475467500000001	4.833088500000001
epsilon2[26]	4.290981785	0.24390392682774578	3.83499375	4.1265575000000005	4.282	4.451852499999999	4.80469
epsilon2[27]	3.374253315	0.19028965375432855	3.01272825	3.242065	3.363935	3.49766	3.7790755
epsilon2[28]	3.1819400925	0.1863594412412511	2.8360025	3.049365	3.1737349999999998	3.3079674999999997	3.56049125
epsilon2[29]	3.49989785	0.20153635699899303	3.120308	3.3617225	3.49475	3.6333675	3.9158700000000004
epsilon2[30]	2.8314423175	0.1639494273092559	2.5251137499999996	2.71476	2.8247999999999998	2.941225	3.1664862499999997
epsilon2[31]	1.8966127025	0.2722544070221036	1.43048875	1.7088174999999999	1.873095	2.0621775	2.5129127500000004
